image_id,target_class,deletion_auc,insertion_auc
ISIC_0029836,1,0.08385244756937027,0.019141215831041336
ISIC_0032129,2,0.2915346622467041,0.38388317823410034
ISIC_0027815,2,0.8950588703155518,0.5100166201591492
ISIC_0029413,5,0.7829254269599915,0.5128840804100037
ISIC_0029576,2,0.8006505966186523,0.6180139183998108
ISIC_0025140,5,0.7324471473693848,0.35982054471969604
ISIC_0025554,2,0.41608089208602905,0.6798605918884277
ISIC_0029418,5,0.905794084072113,0.6848449110984802
ISIC_0027455,5,0.9656310081481934,0.8780202269554138
ISIC_0033744,2,0.46373242139816284,0.8488657474517822
ISIC_0033659,2,0.6527426838874817,0.7470986247062683
ISIC_0033449,2,0.965421199798584,0.8359223008155823
ISIC_0033676,2,0.994640588760376,0.6985072493553162
ISIC_0028792,2,0.9874886274337769,0.7845123410224915
ISIC_0033397,5,0.26760244369506836,0.14862525463104248
ISIC_0033414,5,0.8158769607543945,0.3924577236175537
ISIC_0034113,2,0.5797519683837891,0.8439293503761292
ISIC_0029014,2,0.9234046339988708,0.5401887893676758
ISIC_0027513,2,0.8967952132225037,0.9031891822814941
ISIC_0028701,2,0.5205626487731934,0.8017664551734924
ISIC_0027139,2,0.34159430861473083,0.34380578994750977
ISIC_0026844,3,0.22766318917274475,0.04674496874213219
ISIC_0025656,2,0.7128352522850037,0.8762633800506592
ISIC_0028336,2,0.4729044437408447,0.770493745803833
ISIC_0024971,2,0.7121894359588623,0.7918147444725037
ISIC_0029522,5,0.8906409740447998,0.8081469535827637
ISIC_0027026,0,0.6799193620681763,0.02358357608318329
ISIC_0031060,2,0.9269440174102783,0.7112757563591003
ISIC_0030744,2,0.9477575421333313,0.7702528238296509
ISIC_0029100,2,0.8972446918487549,0.5147440433502197
ISIC_0026443,2,0.741480827331543,0.526309609413147
ISIC_0024453,2,0.838105320930481,0.7145167589187622
ISIC_0032006,2,0.8931393027305603,0.7565568685531616
ISIC_0028920,2,0.9467691779136658,0.8900898694992065
ISIC_0031770,2,0.10045778751373291,0.6968337297439575
ISIC_0031819,2,0.6725703477859497,0.6866117119789124
ISIC_0027706,5,0.9366113543510437,0.1180124282836914
ISIC_0027006,2,0.9966023564338684,0.7999216318130493
ISIC_0029596,2,0.9726487994194031,0.9087051749229431
ISIC_0031078,2,0.9060195088386536,0.6434357166290283
ISIC_0031464,2,0.882971465587616,0.5917183756828308
ISIC_0024772,5,0.9796027541160583,0.42249009013175964
ISIC_0025973,2,0.7883999943733215,0.3304675221443176
ISIC_0026614,2,0.9649460315704346,0.9049408435821533
ISIC_0029810,2,0.852091908454895,0.8158901929855347
ISIC_0026316,5,0.9345380663871765,0.4382413625717163
ISIC_0024910,2,0.7162411212921143,0.7165524959564209
ISIC_0032024,0,0.3479262888431549,0.07482386380434036
ISIC_0030533,2,0.7500043511390686,0.7293761372566223
ISIC_0026365,2,0.05593874678015709,0.25727570056915283
ISIC_0031903,2,0.9072149395942688,0.8788203001022339
ISIC_0027064,5,0.08434174209833145,0.20407606661319733
ISIC_0030988,1,0.4515101909637451,0.01849888451397419
ISIC_0024336,2,0.6095093488693237,0.8186119794845581
ISIC_0030372,1,0.43336084485054016,0.12800242006778717
ISIC_0028404,1,0.17072246968746185,0.1854761838912964
ISIC_0029406,2,0.7458641529083252,0.8067517876625061
ISIC_0031980,2,0.9749071598052979,0.9489412307739258
ISIC_0026871,2,0.6965230703353882,0.5673671960830688
ISIC_0028236,2,0.6993452310562134,0.4234113395214081
ISIC_0029612,2,0.30040645599365234,0.4691038727760315
ISIC_0028913,2,0.5849848985671997,0.6022379398345947
ISIC_0029443,2,0.20524217188358307,0.47245466709136963
ISIC_0025623,4,0.04191043972969055,0.059388600289821625
ISIC_0031465,2,0.7687398195266724,0.5068492293357849
ISIC_0027770,2,0.8437005877494812,0.7998858690261841
ISIC_0024709,3,0.8221211433410645,0.0409148745238781
ISIC_0024786,2,0.9143819212913513,0.8297566771507263
ISIC_0031037,2,0.9719319343566895,0.7249211072921753
ISIC_0030383,2,0.6957519054412842,0.8212085366249084
ISIC_0025465,2,0.9046374559402466,0.5493118762969971
ISIC_0026277,2,0.9645887017250061,0.8005480170249939
ISIC_0025378,2,0.7514081597328186,0.8561489582061768
ISIC_0030394,2,0.7854586243629456,0.8581140637397766
ISIC_0027162,2,0.9419135451316833,0.8755654096603394
ISIC_0027270,2,0.8493053913116455,0.9312825798988342
ISIC_0031329,2,0.8534952402114868,0.9052858948707581
ISIC_0025103,2,0.8499805927276611,0.7757555246353149
ISIC_0025710,2,0.9311217665672302,0.8780914545059204
ISIC_0028992,2,0.5658873915672302,0.9463688731193542
ISIC_0026351,2,0.12467794120311737,0.8604327440261841
ISIC_0026530,2,0.9133835434913635,0.9000989198684692
ISIC_0024409,2,0.9091249704360962,0.8381409049034119
ISIC_0029924,2,0.4023211598396301,0.746224045753479
ISIC_0028309,5,0.7390691637992859,0.44000348448753357
ISIC_0027905,5,0.8998011350631714,0.5736979842185974
ISIC_0024909,2,0.9261541366577148,0.5993668437004089
ISIC_0028258,2,0.8520609140396118,0.8453837633132935
ISIC_0030630,2,0.28009170293807983,0.5205329060554504
ISIC_0032315,5,0.9900673031806946,0.7421466112136841
ISIC_0028411,5,0.6227303743362427,0.06141047552227974
ISIC_0032681,2,0.7862710952758789,0.7107653021812439
ISIC_0033509,2,0.8037691116333008,0.7281705141067505
ISIC_0032694,2,0.7450742125511169,0.49910759925842285
ISIC_0032827,2,0.9711556434631348,0.7374412417411804
ISIC_0033022,2,0.9912518262863159,0.8943015336990356
ISIC_0033246,2,0.6678645014762878,0.7463085651397705
ISIC_0032843,2,0.8270134925842285,0.9199957847595215
ISIC_0031601,2,0.0919727310538292,0.37119993567466736
ISIC_0030323,2,0.03271876648068428,0.8896214365959167
ISIC_0032271,2,0.45950672030448914,0.6048744320869446
ISIC_0029801,2,0.552280068397522,0.769603967666626
ISIC_0028826,2,0.8810406923294067,0.7014045119285583
ISIC_0026967,2,0.5316400527954102,0.49196305871009827
ISIC_0025131,2,0.9980719685554504,0.8942490220069885
ISIC_0030226,2,0.8466123342514038,0.6401073932647705
ISIC_0029676,5,0.8689249157905579,0.2973361611366272
